User_ID,Timestamp,App_Name,Screen_Taps,Notifications_Clicked,Day_of_Week,Hour_of_Day,Total_Sessions_Today,Previous_App_Used,Duration_mins
U043,2025-01-06 17:59:59.986941,Telegram,260,4,Monday,17,9,Instagram,9.02
U099,2025-02-25 11:12:59.986962,Facebook,105,3,Tuesday,11,8,Spotify,6.74
U114,2025-01-08 04:57:59.986984,TikTok,221,0,Wednesday,4,8,YouTube,20.62
U176,2025-01-25 11:06:59.987005,Twitter,162,3,Saturday,11,7,TikTok,1.3
U019,2025-02-05 00:05:59.987026,Instagram,189,3,Wednesday,0,4,YouTube,2.21
U116,2025-02-22 19:13:59.987047,TikTok,227,1,Saturday,19,6,Instagram,0.72
U005,2025-02-09 18:14:59.987069,WhatsApp,152,4,Sunday,18,7,WhatsApp,13.24
U024,2025-02-13 23:13:59.987091,Facebook,203,5,Thursday,23,6,YouTube,11.44
U190,2025-01-10 20:24:59.987112,Instagram,70,4,Friday,20,11,Telegram,0.42
U040,2025-01-01 11:24:59.987133,Twitter,272,3,Wednesday,11,4,TikTok,24.61
U196,2025-01-14 12:39:59.987153,Spotify,74,4,Tuesday,12,8,Instagram,1.37
U027,2025-02-10 16:49:59.987175,Twitter,298,5,Monday,16,6,Telegram,5.22
U163,2025-03-07 14:12:59.987198,Telegram,60,3,Friday,14,12,WhatsApp,21.76
U177,2025-02-02 17:53:59.987219,Facebook,117,3,Sunday,17,11,Twitter,5.87
U007,2025-02-14 01:59:59.987239,YouTube,18,0,Friday,1,7,Facebook,5.98
U163,2025-01-05 11:16:59.987260,TikTok,133,0,Sunday,11,13,Telegram,5.3
U113,2025-01-22 13:12:59.987280,Spotify,101,0,Wednesday,13,11,Spotify,1.78
U008,2025-02-09 07:57:59.987301,YouTube,82,4,Sunday,7,7,Facebook,5.28
U025,2025-01-06 22:25:59.987322,TikTok,22,1,Monday,22,8,Facebook,16.57
U066,2025-01-03 21:19:59.987349,Facebook,267,4,Friday,21,5,YouTube,4.65
U061,2025-02-27 20:24:59.987369,TikTok,33,2,Thursday,20,5,Telegram,5.32
U047,2025-01-13 01:58:59.987389,TikTok,262,5,Monday,1,8,Instagram,9.33
U096,2024-12-31 16:27:59.987409,Spotify,86,1,Tuesday,16,3,Telegram,11.16
U064,2025-02-14 20:49:59.987431,Spotify,206,1,Friday,20,8,YouTube,12.17
U009,2025-01-27 14:43:59.987460,Twitter,174,5,Monday,14,6,Instagram,15.78
U178,2025-02-24 16:15:59.987480,TikTok,294,0,Monday,16,7,Spotify,9.88
U045,2025-01-25 05:15:59.987501,Instagram,118,4,Saturday,5,7,WhatsApp,9.91
U100,2025-02-16 20:57:59.987522,Spotify,129,5,Sunday,20,8,Instagram,4.68
U081,2025-02-07 20:17:59.987545,Twitter,219,0,Friday,20,7,Telegram,5.46
U172,2025-01-02 00:05:59.987566,Instagram,30,5,Thursday,0,9,WhatsApp,6.56
U194,2025-01-17 16:13:59.987587,Telegram,242,5,Friday,16,6,TikTok,48.09
U119,2025-02-13 10:49:59.987609,TikTok,165,1,Thursday,10,9,Spotify,12.06
U058,2025-02-03 11:29:59.987631,WhatsApp,154,3,Monday,11,8,WhatsApp,0.27
U074,2025-01-11 22:12:59.987653,WhatsApp,228,5,Saturday,22,6,Facebook,2.95
U149,2025-02-10 18:10:59.987680,Instagram,103,2,Monday,18,4,Telegram,21.65
U098,2025-01-02 09:39:59.987702,Spotify,300,2,Thursday,9,8,Instagram,0.98
U074,2025-01-31 20:21:59.987724,Telegram,105,1,Friday,20,7,WhatsApp,2.39
U034,2025-01-10 17:23:59.987764,WhatsApp,272,3,Friday,17,8,Instagram,1.29
U172,2025-02-21 10:46:59.987789,Twitter,54,3,Friday,10,10,Instagram,18.64
U065,2025-02-14 12:15:59.987810,TikTok,73,2,Friday,12,8,TikTok,10.6
U138,2025-02-08 11:21:59.987832,YouTube,136,2,Saturday,11,9,Telegram,5.8
U194,2025-02-20 22:04:59.987855,TikTok,153,2,Thursday,22,7,Telegram,0.75
U127,2025-02-10 19:21:59.987876,TikTok,294,3,Monday,19,7,Telegram,6.67
U200,2025-01-24 18:35:59.987900,WhatsApp,128,3,Friday,18,9,Facebook,31.47
U100,2025-01-03 04:12:59.987922,TikTok,226,3,Friday,4,9,Spotify,34.04
U049,2025-02-21 03:07:59.987945,YouTube,22,3,Friday,3,9,Twitter,3.26
U185,2025-02-24 02:44:59.987967,Instagram,128,3,Monday,2,5,Telegram,17.2
U090,2025-03-09 00:50:59.987985,TikTok,189,4,Sunday,0,6,YouTube,9.68
U121,2025-01-18 23:18:59.988005,TikTok,175,0,Saturday,23,7,YouTube,6.37
U077,2025-01-02 01:23:59.988023,Instagram,268,1,Thursday,1,11,Telegram,17.17
U105,2025-02-14 09:00:59.988105,Facebook,197,3,Friday,9,4,Instagram,3.71
U160,2025-01-28 09:17:59.988130,Facebook,82,3,Tuesday,9,9,Spotify,9.64
U067,2025-02-17 21:05:59.988150,YouTube,285,5,Monday,21,5,WhatsApp,1.64
U190,2025-02-25 05:44:59.988171,Telegram,248,1,Tuesday,5,12,Instagram,1.33
U103,2025-02-09 20:52:59.988190,WhatsApp,284,4,Sunday,20,6,YouTube,35.79
U198,2025-01-13 06:58:59.988211,WhatsApp,187,2,Monday,6,8,Facebook,3.52
U168,2025-01-29 11:40:59.988230,Facebook,29,5,Wednesday,11,6,WhatsApp,14.18
U026,2025-01-09 12:40:59.988251,Twitter,223,4,Thursday,12,6,TikTok,3.59
U160,2025-01-15 01:00:59.988272,Telegram,283,4,Wednesday,1,10,Facebook,3.65
U139,2025-01-07 00:50:59.988293,TikTok,210,5,Tuesday,0,5,TikTok,3.95
U152,2025-01-06 15:53:59.988313,TikTok,162,2,Monday,15,3,Telegram,11.6
U124,2025-01-11 16:12:59.988333,TikTok,173,0,Saturday,16,7,Spotify,31.15
U081,2025-02-05 23:36:59.988353,WhatsApp,83,3,Wednesday,23,8,Twitter,2.74
U180,2025-02-14 01:23:59.988372,Spotify,299,0,Friday,1,7,Facebook,9.93
U196,2025-02-04 16:44:59.988396,WhatsApp,77,3,Tuesday,16,9,Spotify,8.45
U090,2025-01-03 04:08:59.988416,TikTok,272,1,Friday,4,7,TikTok,16.21
U129,2025-01-02 20:20:59.988437,Telegram,94,3,Thursday,20,2,Telegram,23.74
U197,2025-02-14 08:22:59.988458,YouTube,14,3,Friday,8,6,Telegram,11.19
U163,2025-01-02 16:14:59.988478,Instagram,33,5,Thursday,16,14,TikTok,3.02
U059,2025-02-15 22:35:59.988498,Instagram,76,1,Saturday,22,5,Instagram,9.58
U110,2025-02-01 23:16:59.988518,WhatsApp,275,3,Saturday,23,8,YouTube,2.15
U140,2025-02-28 09:15:59.988537,WhatsApp,159,4,Friday,9,8,Instagram,2.19
U186,2025-03-04 07:48:59.988556,TikTok,175,2,Tuesday,7,8,WhatsApp,3.19
U171,2025-01-12 12:10:59.988575,Facebook,253,2,Sunday,12,10,Twitter,8.32
U114,2025-01-26 18:52:59.988596,WhatsApp,143,2,Sunday,18,9,TikTok,6.45
U100,2025-02-13 02:25:59.988616,Instagram,103,2,Thursday,2,10,TikTok,14.46
U191,2025-01-25 23:35:59.988647,WhatsApp,32,4,Saturday,23,8,Twitter,21.46
U058,2025-02-22 06:23:59.988667,Instagram,167,3,Saturday,6,9,WhatsApp,16.19
U095,2025-01-07 00:05:59.988687,WhatsApp,284,5,Tuesday,0,11,WhatsApp,3.4
U022,2025-02-18 09:32:59.988707,Facebook,273,0,Tuesday,9,6,YouTube,13.37
U143,2025-03-09 01:23:59.988726,Spotify,16,3,Sunday,1,14,TikTok,16.62
U029,2025-01-21 22:34:59.988746,Instagram,36,0,Tuesday,22,9,Telegram,71.53
U083,2025-02-06 10:40:59.988766,YouTube,170,4,Thursday,10,4,WhatsApp,16.66
U040,2025-02-06 09:36:59.988786,Twitter,173,4,Thursday,9,5,Twitter,16.39
U109,2025-03-04 07:36:59.988806,Facebook,197,0,Tuesday,7,5,Telegram,4.36
U043,2025-01-31 23:11:59.988825,WhatsApp,115,2,Friday,23,10,Telegram,1.91
U186,2025-01-03 07:47:59.988844,WhatsApp,264,1,Friday,7,9,TikTok,30.49
U142,2025-02-22 22:21:59.988860,Facebook,226,0,Saturday,22,6,Twitter,14.87
U054,2025-01-03 11:56:59.988878,Telegram,129,1,Friday,11,5,YouTube,1.88
U106,2025-02-12 22:45:59.988890,Instagram,211,4,Wednesday,22,3,Telegram,1.0
U060,2025-02-02 02:29:59.988902,WhatsApp,53,4,Sunday,2,8,Telegram,2.95
U037,2025-02-08 07:47:59.988913,YouTube,78,2,Saturday,7,5,Twitter,21.25
U061,2025-01-25 01:00:59.988925,TikTok,13,1,Saturday,1,6,TikTok,11.04
U038,2025-02-03 01:55:59.988936,Telegram,219,3,Monday,1,5,Facebook,12.72
U137,2025-01-10 12:58:59.988947,YouTube,15,5,Friday,12,8,YouTube,29.51
U002,2025-02-08 05:06:59.988960,Telegram,66,3,Saturday,5,7,Facebook,4.74
U086,2025-01-23 22:08:59.988971,Telegram,93,5,Thursday,22,8,Facebook,4.08
U140,2025-01-15 02:30:59.988983,Spotify,74,4,Wednesday,2,9,WhatsApp,3.75
U119,2025-03-10 13:54:59.988998,Spotify,189,5,Monday,13,10,TikTok,5.47
U188,2025-01-26 12:48:59.989010,Telegram,47,0,Sunday,12,11,Facebook,3.52
U169,2025-01-31 17:25:59.989021,TikTok,265,3,Friday,17,5,YouTube,8.58
U153,2025-01-23 22:37:59.989033,WhatsApp,72,4,Thursday,22,12,Instagram,0.86
U022,2025-02-17 03:09:59.989044,Spotify,197,1,Monday,3,7,Facebook,29.89
U197,2025-03-11 00:15:59.989055,TikTok,123,1,Tuesday,0,7,YouTube,23.69
U075,2025-01-20 03:47:59.989073,YouTube,203,4,Monday,3,7,Instagram,6.5
U147,2025-01-03 20:31:59.989084,Spotify,294,3,Friday,20,4,Instagram,17.26
U015,2025-03-05 09:41:59.989095,WhatsApp,147,3,Wednesday,9,11,WhatsApp,17.64
U027,2025-01-04 09:31:59.989106,Telegram,125,3,Saturday,9,7,Twitter,8.12
U129,2025-02-25 20:04:59.989118,WhatsApp,49,1,Tuesday,20,3,Telegram,0.15
U094,2025-01-05 04:33:59.989129,Twitter,105,1,Sunday,4,10,Twitter,1.72
U004,2025-01-15 14:57:59.989142,Facebook,53,0,Wednesday,14,6,Telegram,16.18
U113,2025-01-14 22:05:59.989153,Twitter,205,4,Tuesday,22,12,Spotify,9.28
U088,2025-01-11 18:14:59.989164,Telegram,279,3,Saturday,18,6,Instagram,9.34
U052,2025-02-19 05:41:59.989175,Telegram,92,3,Wednesday,5,7,Twitter,34.18
U095,2025-03-07 11:15:59.989187,Facebook,243,4,Friday,11,12,WhatsApp,4.09
U038,2025-02-22 00:57:59.989198,Instagram,290,3,Saturday,0,6,Telegram,3.63
U036,2025-02-05 05:48:59.989209,YouTube,235,1,Wednesday,5,8,Telegram,16.12
U045,2025-02-09 14:37:59.989220,Spotify,162,0,Sunday,14,8,Instagram,4.22
U161,2025-02-18 01:27:59.989233,TikTok,283,0,Tuesday,1,10,Instagram,21.0
U176,2025-01-26 20:19:59.989246,Instagram,249,0,Sunday,20,8,Twitter,8.23
U123,2025-02-21 02:17:59.989257,Facebook,75,2,Friday,2,4,Telegram,7.68
U139,2025-01-06 20:01:59.989269,Instagram,185,2,Monday,20,6,TikTok,23.24
U068,2025-01-01 20:36:59.989280,YouTube,274,5,Wednesday,20,6,Telegram,11.16
U192,2025-02-09 22:35:59.989292,Instagram,153,0,Sunday,22,8,YouTube,0.86
U073,2025-02-13 02:06:59.989303,Twitter,216,5,Thursday,2,5,Facebook,0.82
U146,2025-01-20 03:23:59.989314,TikTok,93,1,Monday,3,7,WhatsApp,3.97
U085,2025-03-07 01:59:59.989326,Facebook,218,5,Friday,1,6,TikTok,36.71
U131,2025-02-27 22:29:59.989341,YouTube,69,2,Thursday,22,10,WhatsApp,7.46
U002,2025-02-07 15:09:59.989352,Facebook,141,1,Friday,15,8,Telegram,19.3
U051,2025-01-19 08:55:59.989363,WhatsApp,168,3,Sunday,8,5,Spotify,19.0
U058,2025-01-19 12:06:59.989375,Instagram,155,5,Sunday,12,10,Instagram,1.02
U125,2025-01-12 20:48:59.989386,Spotify,13,5,Sunday,20,8,Telegram,0.15
U120,2025-01-21 02:44:59.989397,Spotify,159,3,Tuesday,2,13,YouTube,36.61
U063,2025-03-02 04:59:59.989409,Instagram,162,1,Sunday,4,6,WhatsApp,11.38
U090,2025-02-15 23:41:59.989420,Spotify,236,1,Saturday,23,8,TikTok,10.08
U141,2025-01-01 17:19:59.989431,TikTok,113,2,Wednesday,17,2,Instagram,10.4
U198,2025-02-17 10:57:59.989442,Twitter,84,5,Monday,10,9,WhatsApp,1.36
U055,2025-02-16 19:30:59.989454,TikTok,275,4,Sunday,19,6,WhatsApp,6.75
U016,2025-01-01 19:05:59.989465,Twitter,109,1,Wednesday,19,7,Facebook,11.66
U076,2025-01-20 02:07:59.989476,Twitter,184,1,Monday,2,9,TikTok,12.02
U002,2025-02-26 10:22:59.989489,WhatsApp,80,3,Wednesday,10,9,Facebook,21.04
U096,2025-02-08 20:40:59.989503,Spotify,168,3,Saturday,20,4,Spotify,1.51
U024,2025-02-16 11:15:59.989522,Spotify,277,1,Sunday,11,7,Facebook,7.46
U154,2025-01-01 10:26:59.989542,Spotify,67,1,Wednesday,10,4,Spotify,16.65
U034,2025-02-20 07:48:59.989561,Facebook,32,0,Thursday,7,9,WhatsApp,3.95
U049,2025-03-10 02:44:59.989579,TikTok,240,2,Monday,2,10,YouTube,3.48
U048,2025-01-22 13:06:59.989594,Telegram,280,0,Wednesday,13,9,YouTube,15.13
U077,2025-01-01 22:43:59.989605,WhatsApp,146,5,Wednesday,22,12,Instagram,0.73
U155,2025-02-06 18:54:59.989617,Telegram,103,4,Thursday,18,10,Twitter,6.03
U054,2025-02-23 11:47:59.989628,Spotify,282,1,Sunday,11,6,Telegram,26.12
U125,2025-02-12 12:18:59.989639,WhatsApp,236,2,Wednesday,12,9,Spotify,4.57
U043,2025-01-25 02:47:59.989650,Telegram,279,0,Saturday,2,11,WhatsApp,5.31
U148,2025-02-01 22:28:59.989667,TikTok,104,5,Saturday,22,4,Facebook,15.78
U174,2025-01-22 13:50:59.989679,Twitter,263,4,Wednesday,13,6,Telegram,4.03
U058,2025-02-03 00:40:59.989691,TikTok,42,4,Monday,0,11,Instagram,0.07
U171,2025-02-13 17:22:59.989702,TikTok,28,1,Thursday,17,11,Facebook,10.79
U041,2025-02-12 12:08:59.989714,Twitter,289,1,Wednesday,12,6,TikTok,3.91
U049,2025-02-05 01:11:59.989725,Instagram,29,0,Wednesday,1,11,TikTok,1.37
U189,2025-02-26 12:22:59.989737,Instagram,201,0,Wednesday,12,6,Facebook,0.38
U081,2025-01-07 09:15:59.989748,TikTok,256,4,Tuesday,9,9,WhatsApp,5.16
U099,2025-03-07 19:41:59.989759,Spotify,232,1,Friday,19,9,Facebook,9.94
U001,2025-02-03 05:24:59.989771,Spotify,80,0,Monday,5,12,Spotify,1.11
U068,2025-02-17 06:24:59.989787,YouTube,202,0,Monday,6,7,YouTube,0.11
U087,2025-01-25 14:27:59.989799,Spotify,119,3,Saturday,14,7,Spotify,4.27
U130,2025-02-09 06:46:59.989811,Telegram,44,0,Sunday,6,3,Twitter,8.62
U064,2025-02-08 16:06:59.989822,WhatsApp,263,4,Saturday,16,9,Spotify,9.64
U090,2025-03-03 00:07:59.989834,Spotify,59,0,Monday,0,9,Spotify,1.97
U106,2025-02-14 04:57:59.989845,Spotify,169,2,Friday,4,4,Instagram,4.73
U076,2025-01-27 05:18:59.989856,Telegram,293,0,Monday,5,10,Twitter,8.25
U044,2025-02-24 14:38:59.989868,Telegram,90,1,Monday,14,4,WhatsApp,1.98
U035,2025-02-03 23:20:59.989879,Twitter,112,3,Monday,23,4,Twitter,1.45
U124,2025-02-06 09:40:59.989890,Instagram,245,0,Thursday,9,8,TikTok,8.76
U088,2025-01-26 11:57:59.989901,Twitter,186,1,Sunday,11,7,Telegram,9.2
U044,2025-01-27 17:28:59.989913,Spotify,40,2,Monday,17,5,Telegram,14.07
U042,2025-01-04 16:17:59.989924,Instagram,33,3,Saturday,16,4,Telegram,24.09
U021,2025-01-07 22:12:59.989935,Spotify,104,5,Tuesday,22,5,Spotify,0.36
U031,2025-02-05 07:27:59.989946,YouTube,102,3,Wednesday,7,6,Facebook,18.79
U168,2025-01-05 18:02:59.989957,WhatsApp,164,4,Sunday,18,7,Facebook,1.88
U200,2025-02-15 17:22:59.989973,WhatsApp,133,1,Saturday,17,10,WhatsApp,20.79
U137,2025-03-01 06:12:59.989984,Instagram,90,1,Saturday,6,9,YouTube,6.29
U006,2025-02-11 19:45:59.989996,WhatsApp,281,2,Tuesday,19,6,Spotify,1.65
U052,2025-01-24 05:11:59.990007,TikTok,237,3,Friday,5,8,Telegram,1.32
U036,2025-01-22 02:53:59.990018,Instagram,18,3,Wednesday,2,9,YouTube,19.65
U111,2025-02-13 03:02:59.990038,WhatsApp,82,0,Thursday,3,5,Facebook,6.73
U171,2025-03-07 10:26:59.990051,Telegram,279,1,Friday,10,12,TikTok,4.93
U177,2025-02-10 02:54:59.990062,Instagram,44,0,Monday,2,12,Facebook,1.26
U066,2025-01-27 23:49:59.990073,Facebook,271,4,Monday,23,6,Facebook,0.4
U053,2025-01-10 04:28:59.990085,Twitter,297,0,Friday,4,8,Spotify,1.39
U150,2025-01-26 06:05:59.990096,Telegram,172,0,Sunday,6,5,YouTube,2.52
U038,2025-01-04 04:36:59.990111,Twitter,97,2,Saturday,4,7,Instagram,6.15
U108,2025-02-02 21:41:59.990122,WhatsApp,98,4,Sunday,21,9,TikTok,6.61
U173,2025-02-25 23:41:59.990134,Spotify,237,1,Tuesday,23,7,WhatsApp,1.17
U098,2025-02-28 08:04:59.990145,Instagram,33,1,Friday,8,9,Spotify,2.69
U024,2025-02-10 13:19:59.990156,Facebook,281,3,Monday,13,8,Spotify,11.46
U061,2025-02-15 21:31:59.990169,Facebook,292,3,Saturday,21,7,TikTok,3.91
U081,2025-02-10 17:09:59.990189,Twitter,137,2,Monday,17,10,TikTok,12.22
U163,2025-01-08 15:53:59.990208,Telegram,217,0,Wednesday,15,15,Instagram,12.17
U102,2025-02-10 23:46:59.990236,YouTube,19,4,Monday,23,7,Facebook,1.92
U194,2025-02-08 21:54:59.990249,Spotify,276,3,Saturday,21,8,TikTok,43.8
U066,2025-01-28 01:48:59.990260,YouTube,128,1,Tuesday,1,7,Facebook,16.54
U033,2025-02-26 04:34:59.990272,YouTube,36,1,Wednesday,4,4,Instagram,2.06
U100,2025-01-31 06:10:59.990283,Facebook,235,0,Friday,6,11,Instagram,0.43
U186,2025-02-23 00:47:59.990295,YouTube,287,4,Sunday,0,10,WhatsApp,0.38
U158,2025-01-06 06:44:59.990306,YouTube,165,4,Monday,6,5,Facebook,8.45
U076,2025-01-25 10:38:59.990325,TikTok,168,5,Saturday,10,11,Telegram,0.66
U182,2025-03-06 11:53:59.990337,Twitter,217,3,Thursday,11,9,YouTube,10.94
U047,2025-03-07 22:09:59.990349,Telegram,88,4,Friday,22,9,TikTok,21.05
U031,2025-01-30 02:32:59.990360,Spotify,41,2,Thursday,2,7,YouTube,0.16
U139,2025-02-21 11:12:59.990371,Spotify,105,1,Friday,11,7,Instagram,17.47
U155,2025-02-26 04:02:59.990384,Spotify,16,5,Wednesday,4,11,Telegram,11.2
U121,2025-02-10 22:55:59.990396,Spotify,132,2,Monday,22,8,TikTok,4.93
U038,2025-01-14 23:24:59.990407,Instagram,115,3,Tuesday,23,8,Twitter,24.81
U119,2025-02-12 21:41:59.990419,TikTok,19,4,Wednesday,21,11,Spotify,3.27
U068,2025-01-21 16:12:59.990431,Telegram,174,0,Tuesday,16,8,YouTube,19.4
U044,2025-02-17 07:12:59.990442,Facebook,149,4,Monday,7,6,Spotify,0.48
U009,2025-03-07 15:39:59.990454,Telegram,32,1,Friday,15,7,Twitter,32.34
U029,2025-02-06 09:53:59.990465,Twitter,162,0,Thursday,9,10,Instagram,11.76
U140,2025-02-16 18:39:59.990476,Facebook,163,1,Sunday,18,10,Spotify,24.26
U023,2025-01-30 06:36:59.990487,Twitter,70,1,Thursday,6,10,Telegram,2.55
U167,2025-02-24 07:37:59.990499,Telegram,166,3,Monday,7,13,Spotify,1.85
U073,2025-02-11 16:50:59.990510,Facebook,50,5,Tuesday,16,6,Twitter,2.0
U076,2025-01-22 02:27:59.990521,Telegram,81,4,Wednesday,2,12,TikTok,5.34
U066,2025-03-02 02:31:59.990533,Spotify,156,0,Sunday,2,8,YouTube,3.37
U123,2025-01-20 19:04:59.990544,YouTube,40,2,Monday,19,5,Facebook,22.02
U100,2025-02-09 09:30:59.990556,Telegram,172,3,Sunday,9,12,Facebook,7.74
U098,2025-01-31 11:39:59.990567,Facebook,264,3,Friday,11,10,Instagram,9.1
U049,2025-02-18 03:51:59.990579,YouTube,149,5,Tuesday,3,12,Instagram,11.36
U131,2025-02-20 12:59:59.990590,Twitter,211,3,Thursday,12,11,YouTube,3.83
U021,2025-01-24 05:46:59.990601,YouTube,45,3,Friday,5,6,Spotify,38.26
U090,2025-01-27 11:40:59.990616,Instagram,224,4,Monday,11,10,Spotify,6.46
U038,2025-03-02 14:42:59.990628,Facebook,106,1,Sunday,14,9,Instagram,5.4
U172,2025-03-06 05:58:59.990639,Spotify,186,5,Thursday,5,11,Twitter,1.36
U126,2025-01-03 11:59:59.990650,Telegram,300,1,Friday,11,8,WhatsApp,10.39
U009,2025-02-10 20:57:59.990662,YouTube,260,1,Monday,20,8,Telegram,7.26
U036,2025-01-03 13:20:59.990674,Facebook,188,2,Friday,13,10,Instagram,26.15
U115,2025-03-06 00:15:59.990685,Twitter,214,1,Thursday,0,4,Telegram,1.84
U191,2025-01-14 02:18:59.990696,Spotify,75,1,Tuesday,2,9,WhatsApp,1.35
U017,2025-02-11 08:13:59.990707,Twitter,138,0,Tuesday,8,10,Telegram,2.86
U126,2025-02-07 15:09:59.990718,Spotify,167,4,Friday,15,9,Telegram,3.14
U017,2025-02-12 13:21:59.990729,WhatsApp,195,5,Wednesday,13,11,Twitter,5.73
U129,2025-01-19 17:58:59.990740,TikTok,254,5,Sunday,17,4,WhatsApp,8.49
U009,2025-02-04 22:17:59.990752,Facebook,215,4,Tuesday,22,9,YouTube,2.79
U172,2025-01-15 21:16:59.990763,WhatsApp,71,1,Wednesday,21,12,Spotify,17.32
U136,2025-01-01 19:24:59.990775,WhatsApp,282,1,Wednesday,19,13,TikTok,3.89
U091,2025-02-01 23:18:59.990786,Instagram,188,4,Saturday,23,8,YouTube,8.41
U136,2025-03-02 23:10:59.990797,Spotify,284,3,Sunday,23,14,WhatsApp,0.24
U168,2025-01-04 10:35:59.990809,YouTube,179,5,Saturday,10,8,WhatsApp,24.19
U048,2025-03-07 13:15:59.990825,Instagram,71,4,Friday,13,10,Telegram,8.06
U027,2025-02-27 11:39:59.990836,WhatsApp,254,0,Thursday,11,8,Telegram,19.71
U129,2025-01-31 19:17:59.990848,Telegram,139,1,Friday,19,5,TikTok,47.84
U149,2025-02-15 15:18:59.990859,Facebook,62,3,Saturday,15,5,Instagram,0.9
U087,2025-02-21 09:40:59.990871,Facebook,254,2,Friday,9,8,Spotify,1.41
U118,2025-02-06 10:08:59.990882,Telegram,214,2,Thursday,10,4,Telegram,19.26
U122,2025-01-03 20:16:59.990896,Spotify,219,1,Friday,20,6,Telegram,2.65
U029,2025-01-17 20:20:59.990907,TikTok,128,1,Friday,20,11,Twitter,1.91
U092,2025-03-10 10:48:59.990918,Spotify,93,3,Monday,10,7,Telegram,19.3
U142,2025-03-06 13:50:59.990930,Twitter,42,2,Thursday,13,7,Facebook,2.55
U132,2025-02-23 12:53:59.990941,Telegram,102,0,Sunday,12,5,WhatsApp,2.09
U052,2025-01-27 10:48:59.990953,Telegram,176,2,Monday,10,9,TikTok,0.04
U055,2025-01-25 12:25:59.990965,WhatsApp,168,4,Saturday,12,7,TikTok,1.78
U038,2025-03-04 13:50:59.990976,Spotify,287,3,Tuesday,13,10,Facebook,23.13
U123,2025-01-07 21:53:59.990988,Telegram,137,2,Tuesday,21,6,YouTube,0.75
U185,2025-02-27 20:08:59.990999,Telegram,278,0,Thursday,20,6,Instagram,2.24
U093,2025-02-10 19:56:59.991011,Telegram,287,4,Monday,19,3,Twitter,8.39
U078,2025-01-21 14:39:59.991023,Twitter,188,4,Tuesday,14,5,Twitter,20.9
U058,2025-03-10 20:11:59.991035,TikTok,189,1,Monday,20,12,TikTok,1.75
U007,2025-01-16 10:00:59.991046,Spotify,277,2,Thursday,10,8,YouTube,5.27
U083,2025-02-12 17:41:59.991058,Spotify,173,2,Wednesday,17,5,YouTube,8.19
U074,2025-02-01 02:13:59.991070,WhatsApp,126,1,Saturday,2,8,Telegram,1.21
U153,2025-02-11 06:28:59.991082,Instagram,229,5,Tuesday,6,13,WhatsApp,29.64
U176,2025-01-29 00:07:59.991093,TikTok,182,1,Wednesday,0,9,Instagram,6.94
U048,2025-02-12 12:42:59.991104,TikTok,58,3,Wednesday,12,11,Instagram,17.37
U138,2025-02-06 22:02:59.991117,Twitter,44,3,Thursday,22,10,YouTube,6.33
U077,2025-02-18 11:38:59.991128,YouTube,236,2,Tuesday,11,13,WhatsApp,4.2
U005,2025-01-11 20:13:59.991140,Instagram,276,2,Saturday,20,8,WhatsApp,29.66
U177,2025-01-24 15:39:59.991155,WhatsApp,238,4,Friday,15,13,Instagram,6.83
U060,2025-01-11 10:50:59.991166,Facebook,240,0,Saturday,10,9,WhatsApp,12.51
U180,2025-02-18 19:53:59.991177,Spotify,238,4,Tuesday,19,8,Spotify,7.17
U016,2025-01-19 05:35:59.991189,Twitter,171,3,Sunday,5,8,Twitter,32.38
U163,2025-03-03 14:52:59.991200,Instagram,25,3,Monday,14,16,Telegram,28.55
U094,2025-01-13 09:32:59.991220,Spotify,66,3,Monday,9,11,Twitter,5.83
U152,2025-02-13 03:02:59.991231,Spotify,44,5,Thursday,3,4,TikTok,22.77
U039,2025-02-01 22:53:59.991242,Telegram,292,4,Saturday,22,5,Telegram,5.5
U198,2025-01-13 05:04:59.991257,Telegram,115,4,Monday,5,10,Twitter,15.42
U117,2025-01-02 19:58:59.991277,TikTok,80,3,Thursday,19,6,TikTok,14.95
U175,2025-01-03 19:46:59.991294,Facebook,98,4,Friday,19,10,Twitter,17.47
U171,2025-02-23 13:27:59.991305,WhatsApp,252,3,Sunday,13,13,Telegram,20.27
U178,2025-01-24 14:16:59.991317,Instagram,276,1,Friday,14,8,TikTok,1.54
U046,2025-02-28 01:57:59.991328,TikTok,192,0,Friday,1,7,Instagram,0.22
U128,2025-02-16 08:35:59.991340,Spotify,11,5,Sunday,8,1,None,25.94
U099,2025-02-02 22:11:59.991356,TikTok,190,2,Sunday,22,10,Spotify,3.24
U083,2025-02-21 03:00:59.991368,Telegram,158,5,Friday,3,6,Spotify,0.52
U194,2025-02-27 07:55:59.991379,WhatsApp,201,0,Thursday,7,9,Spotify,7.53
U152,2025-03-08 19:47:59.991391,WhatsApp,292,4,Saturday,19,5,Spotify,20.11
U034,2025-01-28 01:48:59.991402,TikTok,40,0,Tuesday,1,10,Facebook,11.69
U119,2025-01-29 18:10:59.991413,Instagram,196,3,Wednesday,18,12,TikTok,1.85
U159,2025-02-15 05:34:59.991429,WhatsApp,196,0,Saturday,5,10,Instagram,0.1
U117,2025-02-05 04:06:59.991441,Twitter,273,1,Wednesday,4,7,TikTok,13.26
U004,2025-01-05 16:34:59.991453,TikTok,147,2,Sunday,16,7,Facebook,27.13
